json_path,img_path,label_c,label_u,label_w,label_p,label_a,bbox_coord
../skintelligent-1-sep-2019/RS_Clean images/25-6357431-062d29dc04062fdd59e0ab12493cb748.json,RS_Clean images_cropped/25-6357431-062d29dc04062fdd59e0ab12493cb748.jpg,1,2,1,1,1,[ 51.83647404   0.         297.25638219 308.47131985   0.99992478]
../skintelligent-1-sep-2019/RS_Clean images/106611-8540509-f6ffd08624b3437d634a0fdefdfcf8a4.json,RS_Clean images_cropped/106611-8540509-f6ffd08624b3437d634a0fdefdfcf8a4.jpg,2,2,1,3,1,[ 16.68486227   0.         270.08268244 376.54586915   0.99999797]
../skintelligent-1-sep-2019/RS_Clean images/237-956779-38347a9d8adca8e9206735a6bc1682a9.json,RS_Clean images_cropped/237-956779-38347a9d8adca8e9206735a6bc1682a9.jpg,3,2,2,1,1,[ 11.2041874   24.10553307 298.02198623 430.96035402   0.99972242]
../skintelligent-1-sep-2019/RS_Clean images/25-6571730-aa63559a16168605001ba9159e6c9824.json,RS_Clean images_cropped/25-6571730-aa63559a16168605001ba9159e6c9824.jpg,1,1,1,3,1,[ 28.05929758   0.         317.95636289 340.           0.99992359]
../skintelligent-1-sep-2019/RS_Clean images/25-8932275-db450027f83020e3158164824f05714a.json,RS_Clean images_cropped/25-8932275-db450027f83020e3158164824f05714a.jpg,1,2,1,1,1,[  0.           0.         330.67385751 340.           0.99999785]
../skintelligent-1-sep-2019/RS_Clean images/25-186405-8083f6d583d27488ecb7db8ba2ed2c0b.json,RS_Clean images_cropped/25-186405-8083f6d583d27488ecb7db8ba2ed2c0b.jpg,2,1,1,1,1,[ 81.0121332    0.         305.37031745 332.23681934   0.99998331]
../skintelligent-1-sep-2019/RS_Clean images/106611-6898272-44e76c885cd07d9f854c90e42e4a2a86.json,RS_Clean images_cropped/106611-6898272-44e76c885cd07d9f854c90e42e4a2a86.jpg,1,1,3,2,1,[  3.96610134   0.         267.         407.49271441   0.99952352]
../skintelligent-1-sep-2019/RS_Clean images/25-7196359-888abed3cef02353ac264a7007f1ab5d.json,RS_Clean images_cropped/25-7196359-888abed3cef02353ac264a7007f1ab5d.jpg,1,2,1,2,1,[ 43.10429506   0.         288.69839878 321.92787956   0.99999964]
../skintelligent-1-sep-2019/RS_Clean images/25-8912866-4616e88681868760311c3eecab78de0e.json,RS_Clean images_cropped/25-8912866-4616e88681868760311c3eecab78de0e.jpg,1,2,1,1,1,[101.33220189  56.38224329 249.98085179 274.42254253   0.99988782]
../skintelligent-1-sep-2019/RS_Clean images/106611-8057853-a6aa1115ba1d962cecb388a538debe8d.json,RS_Clean images_cropped/106611-8057853-a6aa1115ba1d962cecb388a538debe8d.jpg,3,3,3,1,1,[ 18.5416215    0.         307.75283332 340.           0.9999764 ]
../skintelligent-1-sep-2019/crows feet/crows-feet-removal-frown-line-removal-wrinkle-removal-photo-editfor.json,Google_Clean images_cropped/crows feet/crows-feet-removal-frown-line-removal-wrinkle-removal-photo-editfor.jpg,3,3,3,1,1,[  0.           0.         343.32897588 372.           0.99998462]
../skintelligent-1-sep-2019/RS_Clean images/237-7369811-540c71dfc6fda5012b4e68a8df8c3638.json,RS_Clean images_cropped/237-7369811-540c71dfc6fda5012b4e68a8df8c3638.jpg,1,2,1,2,1,[ 24.9015928    0.         260.06792264 340.           0.99993455]
../skintelligent-1-sep-2019/skin tone and uneveness/122_left.json,Google_Clean images_cropped/skin tone and uneveness/122_left.png,1,1,1,2,1,[ 13.44247572   8.33851101 177.11182645 257.79542972   0.99990249]
../skintelligent-1-sep-2019/crows feet/081433c200a8221466cc4be798b2b17c.json,Google_Clean images_cropped/crows feet/081433c200a8221466cc4be798b2b17c.jpg,3,2,1,2,1,"[1.36646633e-01 0.00000000e+00 7.75000000e+02 1.33852866e+03
 9.99996305e-01]"
../skintelligent-1-sep-2019/RS_Clean images/215-301727-c1fa2a6fc172d4c43e53a7e15b1fa669.json,RS_Clean images_cropped/215-301727-c1fa2a6fc172d4c43e53a7e15b1fa669.jpg,3,1,2,1,1,[ 12.11940004   0.         340.         416.           0.99996638]
../skintelligent-1-sep-2019/RS_Clean images/106611-8394196-e10288cb66a263d17958c45ed0fe1090.json,RS_Clean images_cropped/106611-8394196-e10288cb66a263d17958c45ed0fe1090.jpg,1,1,1,2,1,[ 17.3602948    0.         324.98607411 340.           0.99996614]
../skintelligent-1-sep-2019/RS_Clean images/106611-6426004-9f29113dd56fc0485839948b80c68fb6.json,RS_Clean images_cropped/106611-6426004-9f29113dd56fc0485839948b80c68fb6.jpg,1,2,2,1,2,[ 39.30385076   0.         299.18003159 340.           1.        ]
../skintelligent-1-sep-2019/RS_Clean images/25-4730734-91f1f53b321d03fbe6db05f8c154607b.json,RS_Clean images_cropped/25-4730734-91f1f53b321d03fbe6db05f8c154607b.jpg,1,2,2,2,1,[ 37.48478454   0.         286.03368695 246.           0.99996388]
../skintelligent-1-sep-2019/sagging skin/145_right.json,Google_Clean images_cropped/sagging skin/145_right.png,2,2,2,1,1,[ 70.81450617   0.         306.06498981 343.06635487   0.99999464]
../skintelligent-1-sep-2019/RS_Clean images/106611-7421660-cc2a5d2dc9beed07e98d40c7111f6a5b.json,RS_Clean images_cropped/106611-7421660-cc2a5d2dc9beed07e98d40c7111f6a5b.jpg,1,1,1,2,1,[ 63.95950595   0.         272.49994543 277.94833421   0.99810225]
../skintelligent-1-sep-2019/RS_Clean images/25-8895492-f0c727ce905cc49624bc1daefcbb63ef.json,RS_Clean images_cropped/25-8895492-f0c727ce905cc49624bc1daefcbb63ef.jpg,1,3,1,1,1,[  0.           0.         206.70723799 257.           0.999668  ]
../skintelligent-1-sep-2019/acne/226_left.json,Google_Clean images_cropped/acne/226_left.png,1,2,1,2,3,[ 20.13933975   0.         454.59785966 550.           0.99999964]
../skintelligent-1-sep-2019/crows feet/eyes.json,Google_Clean images_cropped/crows feet/eyes.jpg,1,1,1,1,1,[  0.           0.         500.         652.11114334   0.99981123]
../skintelligent-1-sep-2019/RS_Clean images/215-5324137-222120755aabdff2e0e3f52d7e6845e8.json,RS_Clean images_cropped/215-5324137-222120755aabdff2e0e3f52d7e6845e8.jpg,1,1,1,1,3,[  0.           0.         340.         437.           0.99997294]
../skintelligent-1-sep-2019/acne/68_left.json,Google_Clean images_cropped/acne/68_left.png,1,1,1,2,3,[  0.           0.         384.         380.           0.99991226]
../skintelligent-1-sep-2019/RS_Clean images/106611-4999046-efe86f8ba9911dda6453f3b09f48f70a.json,RS_Clean images_cropped/106611-4999046-efe86f8ba9911dda6453f3b09f48f70a.jpg,1,1,1,1,1,[  1.0526064    0.         276.45942238 300.           0.99996388]
../skintelligent-1-sep-2019/RS_Clean images/25-8912866-23ccb9c50c59dff232e3bfabd81bfe7c.json,RS_Clean images_cropped/25-8912866-23ccb9c50c59dff232e3bfabd81bfe7c.jpg,1,2,1,1,1,[ 92.15673468  48.29569409 246.91425115 275.48182356   0.99980158]
../skintelligent-1-sep-2019/RS_Clean images/106611-8913814-0d774d8761c1964bb1349aa8d20c5bba.json,RS_Clean images_cropped/106611-8913814-0d774d8761c1964bb1349aa8d20c5bba.jpg,1,1,1,1,1,[  6.93871988   0.         227.         424.59872351   0.99997139]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-after-4570197-2969994.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-after-4570197-2969994.png,1,1,2,1,1,[  0.           0.         340.         340.           0.99969316]
../skintelligent-1-sep-2019/RS_Clean images/215-4839984-065215017e0e4a800854747ed60f598d.json,RS_Clean images_cropped/215-4839984-065215017e0e4a800854747ed60f598d.jpg,1,2,2,1,1,[ 46.18944231   0.         292.58544627 328.39140803   0.99998522]
../skintelligent-1-sep-2019/RS_Clean images/237-5964188-03962bbe6bb2c9ce9b22581fbe42fe90.json,RS_Clean images_cropped/237-5964188-03962bbe6bb2c9ce9b22581fbe42fe90.jpg,2,2,2,1,1,[ 45.207186     0.         283.6420181  329.67085875   0.99918717]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-after-1941070-2322595.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-after-1941070-2322595.jpg,1,1,1,1,1,[  0.           0.         318.71254299 340.           0.99977022]
../skintelligent-1-sep-2019/RS_Clean images/25-2999279-7a19866424408354cdb8965d0fbe146b.json,RS_Clean images_cropped/25-2999279-7a19866424408354cdb8965d0fbe146b.jpg,2,2,2,1,1,[ 77.18544283   0.         292.1571661  314.44238614   0.99996936]
../skintelligent-1-sep-2019/RS_Clean images/215-5997240-63d182c6073572279f1aa9cd8083c70a.json,RS_Clean images_cropped/215-5997240-63d182c6073572279f1aa9cd8083c70a.jpg,1,1,2,2,1,[ 22.98270361   0.         314.07515301 340.           0.99994004]
../skintelligent-1-sep-2019/RS_Clean images/237-2999297-baad4719e2152bf3e35d68e1d447954f.json,RS_Clean images_cropped/237-2999297-baad4719e2152bf3e35d68e1d447954f.jpg,1,2,1,1,1,[ 84.0679851    0.         298.09639016 315.52788323   0.99999309]
../skintelligent-1-sep-2019/pigmentation/5_left.json,Google_Clean images_cropped/pigmentation/5_left.png,1,2,1,3,1,[  0.           0.         496.91686723 547.           0.9997372 ]
../skintelligent-1-sep-2019/sagging skin/Facelift-before-248857.json,Google_Clean images_cropped/sagging skin/Facelift-before-248857.jpg,2,2,3,1,1,[ 34.31100435  12.50176403 310.20292668 419.07928289   0.99673307]
../skintelligent-1-sep-2019/RS_Clean images/106611-4994194-a106cc8b83e3e3c94d15e644d74f5193.json,RS_Clean images_cropped/106611-4994194-a106cc8b83e3e3c94d15e644d74f5193.jpg,2,1,2,1,1,[  2.12924862   0.         340.         340.           0.999071  ]
../skintelligent-1-sep-2019/brightness/Blue-Peel-after-1687380-2211967.json,Google_Clean images_cropped/brightness/Blue-Peel-after-1687380-2211967.png,3,2,2,1,1,[  0.84618099   0.         263.27581297 350.97848779   0.99989295]
../skintelligent-1-sep-2019/acne/78_left.json,Google_Clean images_cropped/acne/78_left.png,1,1,1,1,3,[ 21.04703219   0.         250.         247.           0.99999452]
../skintelligent-1-sep-2019/sagging skin/Facelift-before-248891.json,Google_Clean images_cropped/sagging skin/Facelift-before-248891.jpg,3,1,3,1,1,[ 37.39697798  32.21812334 298.37915118 413.00427032   0.99900925]
../skintelligent-1-sep-2019/RS_Clean images/25-7793272-3f06ac1176679ee16f7bc8ed5f81e040.json,RS_Clean images_cropped/25-7793272-3f06ac1176679ee16f7bc8ed5f81e040.jpg,1,1,1,1,1,[ 35.57216438   0.         301.81999031 340.           0.99698466]
../skintelligent-1-sep-2019/RS_Clean images/25-6232982-123039d4ac178e78018df642292a25e3.json,RS_Clean images_cropped/25-6232982-123039d4ac178e78018df642292a25e3.jpg,2,1,2,3,1,[ 47.75313345   0.         281.8990117  323.92103946   0.97324443]
../skintelligent-1-sep-2019/RS_Clean images/25-8832108-3c9690cf797c73ae0971cff55b037637.json,RS_Clean images_cropped/25-8832108-3c9690cf797c73ae0971cff55b037637.jpg,1,1,2,1,1,[ 67.86231789  60.1359752  269.74702152 342.82589446   0.99999928]
../skintelligent-1-sep-2019/RS_Clean images/25-2141576-afc72cee37bde7421be1e4d20156893b.json,RS_Clean images_cropped/25-2141576-afc72cee37bde7421be1e4d20156893b.jpg,2,1,1,2,1,[ 10.73553942   0.         253.         360.           0.99993145]
../skintelligent-1-sep-2019/RS_Clean images/106611-5205378-9e54c06a3251d96324cf1a0117ce8213.json,RS_Clean images_cropped/106611-5205378-9e54c06a3251d96324cf1a0117ce8213.jpg,1,1,1,1,1,[ 24.33510113   0.         331.54727602 340.           0.99999726]
../skintelligent-1-sep-2019/RS_Clean images/237-3543581-208a10d34af5f69b676c907d742cf525.json,RS_Clean images_cropped/237-3543581-208a10d34af5f69b676c907d742cf525.jpg,1,2,1,2,1,[ 21.35753555   0.         303.94573222 340.           0.97374749]
../skintelligent-1-sep-2019/RS_Clean images/25-934858-8385d0ac186826bf8f5be52730039f0c.json,RS_Clean images_cropped/25-934858-8385d0ac186826bf8f5be52730039f0c.jpg,3,2,1,2,1,[  0.           0.         294.15877454 404.           0.99992788]
../skintelligent-1-sep-2019/brightness/Blue-Peel-before-8450686-3977658.json,Google_Clean images_cropped/brightness/Blue-Peel-before-8450686-3977658.png,3,1,3,1,1,[ 21.89858142   0.         242.92970359 309.42537426   0.99999988]
../skintelligent-1-sep-2019/RS_Clean images/25-6982373-de6dc5ff9be50fb7689f1342a3b8f605.json,RS_Clean images_cropped/25-6982373-de6dc5ff9be50fb7689f1342a3b8f605.jpg,2,2,2,3,1,[ 68.48112571   0.         283.23530599 290.63394043   0.99999189]
../skintelligent-1-sep-2019/RS_Clean images/25-8672504-be438485e996062048fe5bdff558b8f3.json,RS_Clean images_cropped/25-8672504-be438485e996062048fe5bdff558b8f3.jpg,2,3,2,3,1,[ 76.1250114   18.55389749 275.03244629 326.74263889   0.99989355]
../skintelligent-1-sep-2019/RS_Clean images/25-8253832-760b49e24666b0ed541a27aa49c712f7.json,RS_Clean images_cropped/25-8253832-760b49e24666b0ed541a27aa49c712f7.jpg,1,1,1,2,1,[ 30.37115493   0.         301.14649353 340.           0.99980527]
../skintelligent-1-sep-2019/sagging skin/44_left.json,Google_Clean images_cropped/sagging skin/44_left.png,1,1,1,2,1,[ 13.85479715   0.         178.         303.05630625   0.99957973]
../skintelligent-1-sep-2019/pigmentation/34_right.json,Google_Clean images_cropped/pigmentation/34_right.png,1,1,2,1,1,[ 29.93161406   0.         340.         456.           0.99992347]
../skintelligent-1-sep-2019/RS_Clean images/25-4893948-581a1d8562210bfcf8b614c961f47bb4.json,RS_Clean images_cropped/25-4893948-581a1d8562210bfcf8b614c961f47bb4.jpg,1,1,1,1,1,[ 23.76899827   0.         279.75524604 320.           0.99997568]
../skintelligent-1-sep-2019/acne/26_left.json,Google_Clean images_cropped/acne/26_left.png,1,1,1,1,3,[  7.71415882   0.         464.         547.           0.99920243]
../skintelligent-1-sep-2019/RS_Clean images/25-6770973-29e5e36397dbdd63d80a992b5da8e472.json,RS_Clean images_cropped/25-6770973-29e5e36397dbdd63d80a992b5da8e472.jpg,1,1,1,2,1,[ 42.01591449   0.         322.38829185 340.           0.99999988]
../skintelligent-1-sep-2019/crows feet/2ffaa0b7-9d4f-4fb9-9582-cfad7bb1e4cf.json,Google_Clean images_cropped/crows feet/2ffaa0b7-9d4f-4fb9-9582-cfad7bb1e4cf.jpeg,1,1,1,3,1,[ 34.35320294   0.         881.99602362 546.           0.99994922]
../skintelligent-1-sep-2019/acne/188_left.json,Google_Clean images_cropped/acne/188_left.png,1,2,1,3,3,"[6.59984371e+01 0.00000000e+00 1.45300000e+03 1.69300000e+03
 9.99936342e-01]"
../skintelligent-1-sep-2019/RS_Clean images/25-1421886-4c6d9ed2149400cb3ac9329f49227df1.json,RS_Clean images_cropped/25-1421886-4c6d9ed2149400cb3ac9329f49227df1.jpg,1,1,2,2,1,[ 50.38955853   0.         258.65178791 243.           0.99997199]
../skintelligent-1-sep-2019/RS_Clean images/106611-7011874-5c3d7ddf73c520a6e57956bf57a2386b.json,RS_Clean images_cropped/106611-7011874-5c3d7ddf73c520a6e57956bf57a2386b.jpg,1,1,1,2,1,[ 15.10739106   0.         340.         399.           0.99999559]
../skintelligent-1-sep-2019/RS_Clean images/237-7593785-e8a6480bae13bc57cf7e41487c876ea4.json,RS_Clean images_cropped/237-7593785-e8a6480bae13bc57cf7e41487c876ea4.jpg,3,3,3,1,1,[ 47.09303192   0.         287.4606232  321.07525877   0.99959117]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-4734179-3002092.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-4734179-3002092.png,3,1,1,1,1,[  0.           0.         339.         339.           0.99999738]
../skintelligent-1-sep-2019/RS_Clean images/106611-6465596-2403f8ef71fea96cdc7b50aa5f9f2aa3.json,RS_Clean images_cropped/106611-6465596-2403f8ef71fea96cdc7b50aa5f9f2aa3.jpg,1,3,2,3,1,[ 15.856501     0.         319.5731526  339.78724644   0.99996114]
../skintelligent-1-sep-2019/RS_Clean images/237-956795-ee785707815f3d2fd1f70cfafc77c3fe.json,RS_Clean images_cropped/237-956795-ee785707815f3d2fd1f70cfafc77c3fe.jpg,3,1,2,1,1,[  0.           0.         321.9948321  427.43737432   0.99921358]
../skintelligent-1-sep-2019/RS_Clean images/325-6562311-911101c91892a9c9e5a2adc8bad63dbf.json,RS_Clean images_cropped/325-6562311-911101c91892a9c9e5a2adc8bad63dbf.jpg,1,2,1,2,1,[ 55.38392442   0.         288.27139419 334.94996206   0.99962389]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-before-2581687-2583507.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-before-2581687-2583507.jpg,1,1,2,3,1,[  9.13954925   0.         308.95332344 340.           0.9999969 ]
../skintelligent-1-sep-2019/RS_Clean images/215-2477080-aa9fa1f474fcc86e08d14a392c9f2fa6.json,RS_Clean images_cropped/215-2477080-aa9fa1f474fcc86e08d14a392c9f2fa6.jpg,1,1,2,2,1,[ 50.8057582    0.         264.95632491 291.37370914   0.99997842]
../skintelligent-1-sep-2019/RS_Clean images/106611-6600034-a86b351741d10d5269b31722af6833df.json,RS_Clean images_cropped/106611-6600034-a86b351741d10d5269b31722af6833df.jpg,1,2,1,1,1,[ 30.17749445   0.         300.38530163 340.           0.99999976]
../skintelligent-1-sep-2019/RS_Clean images/106611-7676565-370b41910e8bc1bad6e9e6a053e25145.json,RS_Clean images_cropped/106611-7676565-370b41910e8bc1bad6e9e6a053e25145.jpg,1,1,1,1,1,[ 47.87261181   0.         286.05802274 325.76722303   0.99998295]
../skintelligent-1-sep-2019/RS_Clean images/106611-5287796-653d5aa25fc79dca595d42b2ec9f6bcc.json,RS_Clean images_cropped/106611-5287796-653d5aa25fc79dca595d42b2ec9f6bcc.jpg,2,2,3,1,1,[ 23.34117246   0.         316.25395486 340.           0.99716717]
../skintelligent-1-sep-2019/RS_Clean images/25-5527621-368364eeabff1b48b97389d10f9354e6.json,RS_Clean images_cropped/25-5527621-368364eeabff1b48b97389d10f9354e6.jpg,2,1,1,1,1,[ 17.57127969   0.         293.85993913 318.36755791   0.99993026]
../skintelligent-1-sep-2019/RS_Clean images/215-7459419-5f75ca9bbb41b08e19447bb175c62d45.json,RS_Clean images_cropped/215-7459419-5f75ca9bbb41b08e19447bb175c62d45.jpg,1,1,1,1,1,[ 31.97201045   0.         288.42243885 340.           0.99999928]
../skintelligent-1-sep-2019/RS_Clean images/25-8559065-0b5072563333e4b48af77bf636911e57.json,RS_Clean images_cropped/25-8559065-0b5072563333e4b48af77bf636911e57.jpg,1,1,1,3,1,[  4.90680301   0.         203.         283.32706214   0.99958402]
../skintelligent-1-sep-2019/crows feet/men2-1.json,Google_Clean images_cropped/crows feet/men2-1.jpg,2,1,1,1,1,[ 16.08103456   0.         205.34806887 245.07104186   0.99998093]
../skintelligent-1-sep-2019/skin tone and uneveness/135_right.json,Google_Clean images_cropped/skin tone and uneveness/135_right.png,2,2,2,2,1,[  0.           0.         360.         330.           0.99996936]
../skintelligent-1-sep-2019/fine lines/Dysport-before-7202167-3579955-T1530515403.643.json,Google_Clean images_cropped/fine lines/Dysport-before-7202167-3579955-T1530515403.643.jpg,1,1,3,1,1,[  0.           0.         329.         502.74456894   0.99999964]
../skintelligent-1-sep-2019/RS_Clean images/25-3659731-54890510b22594586c79b1aefc4e8273.json,RS_Clean images_cropped/25-3659731-54890510b22594586c79b1aefc4e8273.jpg,2,1,1,1,1,[ 58.69035176   0.         233.29198312 231.3460936    0.99999082]
../skintelligent-1-sep-2019/RS_Clean images/25-2236181-a71151f4b866d7f89874fe8d7fc635c5.json,RS_Clean images_cropped/25-2236181-a71151f4b866d7f89874fe8d7fc635c5.jpg,2,1,2,2,1,[  1.64467727   0.         333.88914024 340.           0.99990249]
../skintelligent-1-sep-2019/fine lines/Dysport-after-5923802-3284757.json,Google_Clean images_cropped/fine lines/Dysport-after-5923802-3284757.png,1,1,1,3,1,[ 41.91530468   0.         300.85730675 340.           0.99997509]
../skintelligent-1-sep-2019/RS_Clean images/106611-8360556-c664a12c410b597235eb8fe467f118bd.json,RS_Clean images_cropped/106611-8360556-c664a12c410b597235eb8fe467f118bd.jpg,1,1,1,2,1,[  6.17754272   0.         324.78725868 340.           0.99979657]
../skintelligent-1-sep-2019/RS_Clean images/215-302225-ffbf3039405b6fdf5cca7d52c75521ad.json,RS_Clean images_cropped/215-302225-ffbf3039405b6fdf5cca7d52c75521ad.jpg,1,1,1,3,1,[  0.           0.         340.         418.           0.99993479]
